Unnamed: 0,key,query,source,score
2169,Sport_and_Leisure.docx@AllSports.docx,"however, there are still many problems in modes and systems of sports information and community on the mobile internet, which are specifically as follows:
the authentication mechanism of content value lags behind and now the content of media is generated by a centralized platform-generated content model.","however, there are still many problems in modes and systems of sports information and community on the mobile internet, which are specifically as follows:

the authentication mechanism of content value lags behind and now the content of media is generated by a centralised platform-­‐generated content model.",0.994399071
2205,Sport_and_Leisure.docx@AllSports.docx,"games & applications
now most sports games and applications are on mobile terminals, but the current mobile ecosystem is a typical closed ecosystem, which brings some problems to sports games and applications:
pricing and value of users’ acquisition process are not transparent, the mainstream of cpt, cpa access to acquire users need to be paid in advance for exposure and start-up, of whom it takes a certain period to clear the actual value of users, however.","games & applications

now most sports games and applications are on mobile terminals, but the current mobile ecosystem is a typical closed ecosystem, which brings some problems to sports games and applications:

pricing and value of users’ acquisition process are not transparent, the mainstream of cpt, cpa access to acquire users need to be paid in advance for

exposure and start-­‐up, of whom it takes a certain period of time to clear the actual value of users, however.",0.993818998
2147,Sport_and_Leisure.docx@AllSports.docx,"it has also reached consensus with the world's largest mobile football media and community, the world's top sports betting suppliers and service providers, and the world's top sports stars on blockchain cooperation, allowing it to build sport and leisure public blockchain with strong industry support.","it has also reached consensus with the world's largest mobile football media and community, the world's top sports betting suppliers and service providers, and the world's top sports stars on blockchain cooperation, allowing it to build all sports public blockchain with strong industry support.",0.993725002
2159,Sport_and_Leisure.docx@AllSports.docx,"every single ip (individual or organization) in this industrial chain has its commercial value, which does not exist independently, but is determined by demand in the industrial chain.","every single ip (individual or organisation) in this industrial chain has its commercial value, which does not exist independently, but is determined by demand in the industrial chain.",0.993703067
2157,Sport_and_Leisure.docx@AllSports.docx,"neymar’s transfer to paris saint-germain for an astronomical 220 million euros, floyd mayweather and connor mcgregor’s cross-border game made more than 600 million us dollars, and dota2 ti7 grabbed over 10 million us dollars for the champion.","neymar’s transfer to paris saint-­‐germain for an astronomical 220 million euros, floyd mayweather and connor mcgregor’s cross-­‐border game made more than 600 million us dollars, and dota2 ti7 grabbed over 10 million us dollars for the champion.",0.993664861
2281,Sport_and_Leisure.docx@AllSports.docx,"these include basic information about community and contextual user profiles, contents published by platform-generated content and user-generated content, live streaming, ip asset trading, prediction entertainment, gaming and the needs of third-party application.","these include basic information about community and contextual user profiles, contents published by platform-­‐generated content and user-­‐generated content, live streaming, ip asset trading, prediction entertainment, gaming and the needs of third party application.",0.991893768
2181,Sport_and_Leisure.docx@AllSports.docx,"the concrete manifestation is as follows:
the lack of a centralized platform for sports ip assets to display their information and the low level of transparency of information lead to the decrease of the value of many assets, which increases the cost and the threshold for investors and content providers (i.e.","the concrete manifestation is as follows:

the lack of a centralised platform for sports ip assets to display their information and the low level of transparency of information lead to the decrease of the value of many assets, which increases the cost and the threshold for investors and content providers (i.e.",0.990378141
2202,Sport_and_Leisure.docx@AllSports.docx,"with the development of time and the change of odds, bettors can choose to cash in advance, but the existing centralized mechanism can only rely on dealers limited repurchase.","with the development of time and the change of odds, bettors can choose to cash in advance, but the existing centralised mechanism can only rely on dealers’ limited repurchase.",0.989989102
2212,Sport_and_Leisure.docx@AllSports.docx,"however, there is a big difficulty in acquiring ips, which is a consequence of the opacity in ip asset transactions.","however, in reality there is a big difficulty in acquiring ips, which is a consequence of the opacity in ip asset transactions.",0.988277614
2143,Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","the foundation's aim is to create a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-­‐based applications in the sports industry.",0.987158239
2166,Sport_and_Leisure.docx@AllSports.docx,"the global betting market total value and share are as follows:

pain point of market
sport and leisure industry market is very huge, online sports information & community is now the largest application scenarios for users while sports ip and betting are the best ways for realization and income in sports industry.","the global betting market total value and share are as follows:





pain point of market

sports industry market is very huge, online sports information & community is now the largest application scenarios for users while sports ip and betting are the best ways for realisation and income in sports industry.",0.986678958
2116,Sport_and_Leisure.docx@AllSports.docx,"all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralized, globalized sport and leisure blockchain platform which is deeply rooted in the sports industry ecosystem, enabling freeflow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.",0.986182809
2234,Sport_and_Leisure.docx@AllSports.docx,"it consists of an ip asset display platform, an ip asset distribution platform (primary market), ip asset transactions (secondary market), and an ip authorized transaction center.","it consists of an ip asset display platform, an ip asset distribution platform (primary market), ip asset transactions (secondary market), and an ip authorised transaction centre.",0.984649599
2288,Sport_and_Leisure.docx@AllSports.docx,"in the prediction entertainment platform, third-party entertainment service providers may grant access to their products and enrich the types of games to make the ecosystem more vibrant and full-filled.","in the prediction entertainment platform, third-­‐party entertainment service providers may grant access to their products and enrich the types of games to make the ecosystem more vibrant and ful-­‐filled.",0.984460831
2272,Sport_and_Leisure.docx@AllSports.docx,"no more traditional geographical restrictions: users can either play through any client ends on sport and leisure public prediction entertainment platform (collectively referred to as otc) anytime, anywhere, or play through the blockchain wallet using token to self-organize consumer-to-consumer's otc game.","no more traditional geographical restrictions: users can either play through any client ends on all sports public prediction entertainment platform (collectively referred to as otc) anytime, anywhere, or play through the blockchain wallet using token to self-­‐organise consumer-­‐to-­‐consumer's otc game.",0.983017802
2140,Sport_and_Leisure.docx@AllSports.docx,developers and ecosystem partners would be able to develop and access their own applications and resources in sport and leisure public blockchain and realize customer acquisition quickly through information and community open platforms.,"developers and ecosystem partners would be able to develop and access their own applications and resources in all sports public blockchain, and realise customer acquisition quickly through information and community open platforms.",0.982272089
2189,Sport_and_Leisure.docx@AllSports.docx,"moreover, the demand side of asset operations also need to spend a large amount of money to reach fans and consumers through numerous means after obtaining the authorization to use assets.","moreover, the demand side of asset operations also need to spend a large amount of money to reach fans and consumers through numerous means after obtaining the authorisation to use assets.",0.981305897
2209,Sport_and_Leisure.docx@AllSports.docx,"as games can issue in-game
currency freely, many games are inflating the in-game currency supply to deprive users of value, rather than creating value for users to get rewarded through quality and rich gameplays.","as games can issue in-­‐game currency freely, a large number of games are inflating the in-­‐game currency supply to deprive users of value, rather than creating value for users to get rewarded through quality and rich gameplays.",0.979539037
2185,Sport_and_Leisure.docx@AllSports.docx,"under the existing centralized system, the ip business value strongly depends on the pointto-point information transfer separated by the broker or the marketing team and the cp, and mastery of asymmetric information becomes a key factor in price negotiations.","under the existing centralised system, the ip business value strongly depends on the point-­‐to-­‐point information transfer separated by the broker or the marketing team and the cp, and mastery of asymmetric information becomes a key factor in price negotiations.",0.979413569
2192,Sport_and_Leisure.docx@AllSports.docx,"the operation and commercial realization of sports ip assets often have a large number of cross-border transactions, and the settlement is complicated.","the operation and commercial realisation of sports ip assets often have a large number of cross-­‐border transactions, and the settlement is complicated.",0.9791556
2246,Sport_and_Leisure.docx@AllSports.docx,cps who have gained ip authorization can purchase ip tokens through the secondary market and also be able to purchase the licenses.,cps who have gained ip authorisation can purchase ip tokens through the secondary market and also be able to purchase the licenses.,0.978771806
2130,Sport_and_Leisure.docx@AllSports.docx,"all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the sport and leisure team may constitute forward-looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).","all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the all sports team may constitute forward-­‐looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).",0.977812171
2122,Sport_and_Leisure.docx@AllSports.docx,"where this whitepaper includes information that has been obtained from third party sources, the foundation and/or the sport and leisure team have not independently verified the accuracy or completion of such information.","where this whitepaper includes information that has been obtained from third party sources, the foundation and/or the all sports team have not independently verified the accuracy or completion of such information.",0.976216972
2193,Sport_and_Leisure.docx@AllSports.docx,"betting
presently, there exists centralized betting service providers consisting of large-scale betting establishments that hold licenses in countries which are friendly to betting activities, and many underground betting companies.","betting

presently, there exists centralised betting service providers consisting of large-­‐scale betting establishments that hold licenses in countries which are friendly to betting activities, and many underground betting companies.",0.974335432
2163,Sport_and_Leisure.docx@AllSports.docx,"according to data from british betting companies, the global betting market is estimated to reach as high as 536 billion dollars in 2018.
with the addition of various underground betting markets, it is estimated that the market size has reached over one trillion dollars.","according to data from british betting companies, the global betting market is estimated to reach as high as 536 billion dollars in 2017.

with the addition of various underground betting markets, it is estimated that the market size has reached over one trillion dollars.",0.97305429
2180,Sport_and_Leisure.docx@AllSports.docx,"asset trading of sports ips
although the commercial value of sports ip assets has been recognized by the snl, there are still many problems in the overall development.","asset trading of sports ips

although the commercial value of sports ip assets has been recognised by the society, there are still many problems in the overall development.",0.970374823
2262,Sport_and_Leisure.docx@AllSports.docx,"in addition to building the underlying sdk based on the sport and leisure public blockchain, it also provides customized user-end application, including but not limited to pc end, h5 webpage, app (ios & android), mini programmed, etc.","in addition to building the underlying sdk based on the all sports public blockchain, it also provides customised user-­‐end application, including but not limited to pc end, h5 webpage, app(ios & android), miniprogramme,etc.",0.970323622
2251,Sport_and_Leisure.docx@AllSports.docx,"set the reserve price settled by ip tokens and the total amount of time; execute that to their authorized materials with a time share, so that cp can redeem them after purchase.","-­‐ set the reserve price settled by ip tokens and also the total amount of time; execute that to their authorised materials with a time share, so that cp can redeem them after purchase.",0.969324052
2265,Sport_and_Leisure.docx@AllSports.docx,"advantages of blockchain technology
open, transparent and without tampering: blockchain technology can guarantee prediction participants (wallet address), prediction rules, betting, results and other information will be set out in an open, transparent and tamper-proof manner.","advantages of blockchain technology

open, transparent and without tampering: blockchain technology can guarantee prediction participants (wallet address), prediction rules, betting, results and otherinformationwillbesetoutinanopen,transparentandtamper-­‐proof manner.",0.968913853
2266,Sport_and_Leisure.docx@AllSports.docx,"it is envisaged that sport and leisure public blockchain would completely erase obsolete bad habits such as cheating, fraud, etc., as well as allegations faced by innocent online prediction platforms and the dealers.","it is envisaged that all sports public blockchain would completely erase obsolete bad habits such as cheating, fraud, etc., as well as allegations faced by innocent online prediction platforms and the dealers.",0.967933893
2224,Sport_and_Leisure.docx@AllSports.docx,"tags will classify the behavior of users in an open and transparent manner, and users will obtain snl as incentives for positive behavior.","tags will classify the behavior of users in an open and transparent manner, and users will obtain soc as incentives for positive behaviour.",0.965512514
2283,Sport_and_Leisure.docx@AllSports.docx,"start-up members will work as a team to first develop applications such as information (contents) and community applications, ip asset trading, business applications such as prediction entertainment, live broadcast applications and wallet draft for open community review and subject to change.","start-­‐up members will work as a team to first develop applications such as information (contents) and community applications, ip asset trading, business applications such as prediction entertainment, live broadcast applications and wallet

applications, etc.",0.96477747
2154,Sport_and_Leisure.docx@AllSports.docx,"with the help of mobile internet's capability, snl communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.","with the help of mobile internet's capability, social communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.",0.964182675
2170,Sport_and_Leisure.docx@AllSports.docx,"the definition of value is based on output cost and profit return, which results in a ""factory-type"" centralized processing mode.","the definition of value is based on output cost and profit return, which results in a ""factory-­‐type"" centralised processing mode.",0.962878585
2247,Sport_and_Leisure.docx@AllSports.docx,"economic system
party with ip assets
enroll in an asset distribution platform and then issue ip tokens which are named after the respective ip, in exchange for snl from supporters and fans.","economic system

party with ip assets

-­‐ enroll in an asset distribution platform and then issue ip tokens which are named

after the respective ip, in exchange for soc from supporters and fans.",0.962666392
2256,Sport_and_Leisure.docx@AllSports.docx,"cps
buy ip tokens on the asset trading platform and then bid for the ip authorizations on ip authorized transaction center, in order to be entitled to use that ip in their own products and services in order to achieve commercial realization.","cps

-­‐ buy ip tokens on the asset trading platform and then bid for the ip authorisations on ip authorised transaction centre, in order to be entitled to use that ip in their own products and services in order to achieve commercial realisation.",0.961223066
2244,Sport_and_Leisure.docx@AllSports.docx,ip authorized transaction center: ip asset owners set the reserve price settled in ip tokens in minutes to derive the total amount of time.,ip authorised transaction centre: ip asset owners set the reserve price settled in ip tokens in minutes so as to derive the total amount of time.,0.960681558
2144,Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation's aim is to create a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-­‐based applications in the sports industry.",0.958603501
2263,Sport_and_Leisure.docx@AllSports.docx,"third-party vendor access: for sport and leisure prediction providers worldwide, game makers and other non-blockchain online prediction platforms around the world, sport and leisure public blockchain provides smart contract templates and frameworks, application components, customized apis and sdks to reduce the threshold of online prediction game development.","third-­‐party vendor access: for all sports prediction providers worldwide, game makers and other non-­‐blockchain online prediction platforms around the world, all sports public blockchain provides smart contract templates and frameworks, application components, customised apis and sdks to reduce the threshold of online prediction game development.",0.95809859
2298,Sport_and_Leisure.docx@AllSports.docx,"the sport and leisure team has done much work in terms of project design, resource organization, incubation of the pre-commercial environment and various other aspects, and continuously input manpower resources, intelligence and material inputs in shaping the ecosystem.","the all sports team has done much work in terms of project design, resource organisation, incubation of the pre-­‐commercial environment and various other aspects, and continuously input manpower resources, intelligence and material inputs in shaping the ecosystem.",0.955966592
2287,Sport_and_Leisure.docx@AllSports.docx,the world's top providers of sports prediction information and services will be able to gain access to sport and leisure prediction entertainment platform.,the world's top providers of sports prediction information and services will be able to gain access to all sports prediction entertainment platform.,0.955019116
2207,Sport_and_Leisure.docx@AllSports.docx,"in cps mode, the final effect of realization is mastered in the traffic or cp side with a risk of deduction, which makes it hard to promote the cooperation.","in cps mode, the final effect of realisation is mastered in the traffic or cp side with a risk of deduction, which makes it hard to promote the cooperation.",0.953547895
2126,Sport_and_Leisure.docx@AllSports.docx,"the foundation and the sport and leisure team do not and do not purport to make, and hereby disclaims, all representations, warranties or undertaking to any entity or person.","the foundation and the all sports team do not and do not purport to make, and hereby disclaims, all representations, warranties or undertaking to any entity or person.",0.945960641
2257,Sport_and_Leisure.docx@AllSports.docx,attract ip supporters and fans to their own products and services so that precise promotion and the empowerment of ip can be achieved.,-­‐ attract ip supporters and fans to their own products and services so that precise promotion and the empowerment of ip can be achieved.,0.944367468
2290,Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.94178915
2228,Sport_and_Leisure.docx@AllSports.docx,"higher quality content will be rewarded with extra snl, while poorer quality content will lead to a deduction of assurance payment.","higher quality content will be rewarded with extra soc, while poorer quality content will lead to a deduction of assurance payment.",0.94024533
2245,Sport_and_Leisure.docx@AllSports.docx,"what’s more, owners should execute that to their authorized materials with a time share, so that cp can redeem them after purchase.","what’s more, owners should execute that to their authorised materials with a time share, so that cp can redeem them after purchase .",0.939205825
2123,Sport_and_Leisure.docx@AllSports.docx,"this whitepaper does not constitute any offer by the foundation or the all sport and leisure team to sell any snl (as defined herein) nor shall it or any part of it nor the fact of its presentation form the basis of, or be relied upon in connection with, any contract or investment decision.","this whitepaper does not constitute any offer by the foundation or the all sports team to sell any soc (as defined herein) nor shall it or any part of it nor the fact of its presentation form the basis of, or be relied upon in connection with, any contract or investment decision.",0.938404262
2268,Sport_and_Leisure.docx@AllSports.docx,"smart contract delivery: through a customized smart contract to achieve a variety of gaming scenarios and different levels of complexity of the code delivery and the usage of the sport and leisure public blockchain, the all snl token platform can prevent the risk of default among participants, ensuring the interests of all parties can be deducted or delivered in a safe, timely and smooth platform.","smart contract delivery: through a customised smart contract to achieve a variety of gaming scenarios and different levels of complexity of the code delivery and the usage of the all sports public blockchain, the all sports platform can prevent the risk of default among participants, ensuring the interests of all parties can be deducted or delivered in a safe, timely and smooth platform.",0.934741974
2252,Sport_and_Leisure.docx@AllSports.docx,publish ip information on a regular basis according to the size of transactions of ip authorization to regularly release all rights of proceeding.,-­‐ publish ip information on a regular basis according to the size of transactions of ip authorisation so as to regularly release all rights of proceeding.,0.934597969
2303,Sport_and_Leisure.docx@AllSports.docx,"after consulting with a wide range of legal advisors and continuous analysis of the development and legal structure of virtual currencies, the foundation will apply a cautious approach towards the sale of snl.","after consulting with a wide range of legal advisors and continuous analysis of the development and legal structure of virtual currencies, the foundation will apply a cautious approach towards the sale of soc.",0.921763778
2261,Sport_and_Leisure.docx@AllSports.docx,"ecosystem composition
global prediction and entertainment providers can implement various online entertainment scenarios and applications through api (application programming interface) and sdk (software development kit) provided by the all snl token platform.","ecosystem composition


global prediction and entertainment providers can implement various online entertainment scenarios and applications through api (application programming interface) and sdk (software development kit) provided by the all sports platform.",0.921198547
2142,Sport_and_Leisure.docx@AllSports.docx,the role of sport and leisure public blockchain is to assist developers to finish application development and resources monetizing through the usage of snl with apis of key applications.,the role of all sports public blockchain is to assist developers to finish application development and resources monetising through the usage of soc with apis of key applications.,0.913980782
2125,Sport_and_Leisure.docx@AllSports.docx,"the agreement between the foundation (or its affiliate) and you, in relation to any sale and purchase of snl is to be governed by only the separate terms and conditions of such agreement.","the agreement between the foundation (or its affiliate) and you, in relation to any sale and purchase of soc is to be governed by only the separate terms and conditions of such agreement.",0.91307354
2300,Sport_and_Leisure.docx@AllSports.docx,"uncertain regulations and enforcement actions
the regulatory status of snl and distributed ledger technology is unclear or unsettled in many jurisdictions.","uncertain regulations and enforcement actions

the regulatory status of soc and distributed ledger technology is unclear or unsettled in many jurisdictions.",0.91266191
2117,Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.",0.910277486
